benchmark,language,size_or_limit,result,time_ms,prep_ms
sieve,C,1000000,78498,4.1
sieve,C++,1000000,78498,6.23417
sieve,Rust,1000000,78498,4.1
sieve,Python,1000000,78498,1186.5
sieve,JS,1000000,78498,55.2
sieve,Bun,1000000,78498,148.3
sieve,Deno,1000000,78498,41.0
sieve,Python+NumPy,1000000,78498,2.1
sieve,C# native,1000000,78498,5
sieve,C# vectorized,1000000,78498,5
sieve,Poly VM,1000000,78498,5,58
mandelbrot,C,128,458080,0.8
mandelbrot,C++,128,458080,0.795625
mandelbrot,Rust,128,458080,0.8
mandelbrot,Python,128,458080,48.7
mandelbrot,JS,128,458080,3.1
mandelbrot,Bun,128,458080,3.7
mandelbrot,Deno,128,458080,3.7
mandelbrot,Python+NumPy,128,458080,17.7
mandelbrot,C# native,128,458080,1
mandelbrot,C# vectorized,128,458080,1
mandelbrot,Poly VM,128,458080,58,54
Poly VM double,128,453734,37,57
nqueens,C,8,92,0.0
nqueens,C++,8,92,0.016625
nqueens,Rust,8,92,0.0
nqueens,Python,8,92,0.6
nqueens,JS,8,92,0.6
nqueens,Bun,8,92,0.9
nqueens,Deno,8,92,0.7
nqueens,Python+NumPy,8,92,0.6
nqueens,C# native,8,92,0
nqueens,C# vectorized,8,92,0
nqueens,Poly VM,8,92,1,68
collatz,C,1000000,837799:524,147.3
collatz,C++,1000000,837799:524,166.692
collatz,Rust,1000000,837799:524,103.8
collatz,Python,1000000,837799:524,5228.2
collatz,JS,1000000,837799:524,1824.1
collatz,Bun,1000000,837799:524,353.3
collatz,Deno,1000000,837799:524,603.6
collatz,Python+NumPy,1000000,837799:524,5096.3
collatz,C# native,1000000,837799:524,174
collatz,C# vectorized,1000000,837799:524,165
collatz,Poly VM,1000000,837799:524,6526,53
