benchmark,language,size_or_limit,result,runs,min_ms,max_ms,avg_ms,prep_ms
sieve,C,1000000,78498,5,3.8,6.1,4.7,0
sieve,C++,1000000,78498,5,4.34225,4.90879,4.6,0
sieve,Rust,1000000,78498,5,4.1,4.9,4.4,0
sieve,Python,1000000,78498,5,1123.0,1254.8,1169.6,0
sieve,JS,1000000,78498,5,56.2,59.4,57.5,0
sieve,Bun,1000000,78498,5,150.0,151.8,150.8,0
