benchmark,language,size_or_limit,result,time_ms,prep_ms
sieve,C,1000000,78498,4.5
sieve,C++,1000000,78498,4.12067
sieve,Rust,1000000,78498,3.9
sieve,Python,1000000,78498,1086.5
sieve,JS,1000000,78498,69.3
sieve,Bun,1000000,78498,160.2
sieve,Deno,1000000,78498,56.5
sieve,Python+NumPy,1000000,78498,3.7
sieve,C# native,1000000,78498,3
sieve,C# vectorized,1000000,78498,4
sieve,Poly VM,1000000,78498,5,60
mandelbrot,C,128,458080,0.8
mandelbrot,C++,128,458080,0.79625
mandelbrot,Rust,128,458080,0.8
mandelbrot,Python,128,458080,48.6
mandelbrot,JS,128,458080,3.6
mandelbrot,Bun,128,458080,6.9
mandelbrot,Deno,128,458080,4.0
mandelbrot,Python+NumPy,128,458080,16.8
mandelbrot,C# native,128,458080,0
mandelbrot,C# vectorized,128,458080,0
mandelbrot,Poly VM,128,458080,55,53
mandelbrot,Poly VM double,128,453734,37,52
nqueens,C,8,92,0.0
nqueens,C++,8,92,0.016167
nqueens,Rust,8,92,0.0
nqueens,Python,8,92,0.7
nqueens,JS,8,92,1.2
nqueens,Bun,8,92,7.1
nqueens,Deno,8,92,0.9
nqueens,Python+NumPy,8,92,0.7
nqueens,C# native,8,92,0
nqueens,C# vectorized,8,92,0
nqueens,Poly VM,8,92,1,69
collatz,C,1000000,837799:524,151.9
collatz,C++,1000000,837799:524,169.112
collatz,Rust,1000000,837799:524,117.7
collatz,Python,1000000,837799:524,5422.6
collatz,JS,1000000,837799:524,1851.5
collatz,Bun,1000000,837799:524,356.7
collatz,Deno,1000000,837799:524,639.0
collatz,Python+NumPy,1000000,837799:524,5100.6
collatz,C# native,1000000,837799:524,176
collatz,C# vectorized,1000000,837799:524,162
collatz,Poly VM,1000000,837799:524,6646,53
