benchmark,language,size_or_limit,result,time_ms,prep_ms
sieve,C,1000000,78498,4.6
sieve,C++,1000000,78498,4.47367
sieve,Rust,1000000,78498,4.0
sieve,Python,1000000,78498,1159.8
sieve,JS,1000000,78498,64.6
sieve,Bun,1000000,78498,149.5
sieve,Deno,1000000,78498,52.7
sieve,Python+NumPy,1000000,78498,2.4
sieve,C# native,1000000,78498,4
sieve,C# vectorized,1000000,78498,5
sieve,Poly VM,1000000,78498,3,50
mandelbrot,C,128,458080,0.8
mandelbrot,C++,128,458080,0.981375
mandelbrot,Rust,128,458080,0.8
mandelbrot,Python,128,458080,47.1
mandelbrot,JS,128,458080,4.0
mandelbrot,Bun,128,458080,5.1
mandelbrot,Deno,128,458080,3.6
mandelbrot,Python+NumPy,128,458080,19.1
mandelbrot,C# native,128,458080,1
mandelbrot,C# vectorized,128,458080,1
mandelbrot,Poly VM,128,458080,2,44
nqueens,C,8,92,0.0
nqueens,C++,8,92,0.015458
nqueens,Rust,8,92,0.0
nqueens,Python,8,92,0.6
nqueens,JS,8,92,1.0
nqueens,Bun,8,92,0.6
nqueens,Deno,8,92,0.8
nqueens,Python+NumPy,8,92,0.6
nqueens,C# native,8,92,0
nqueens,C# vectorized,8,92,0
nqueens,Poly VM,8,92,1,91
collatz,C,1000000,837799:524,147.6
collatz,C++,1000000,837799:524,165.176
collatz,Rust,1000000,837799:524,104.5
collatz,Python,1000000,837799:524,5228.9
collatz,JS,1000000,837799:524,1836.7
collatz,Bun,1000000,837799:524,353.1
collatz,Deno,1000000,837799:524,618.1
collatz,Python+NumPy,1000000,837799:524,5113.4
collatz,C# native,1000000,837799:524,168
collatz,C# vectorized,1000000,837799:524,170
collatz,Poly VM,1000000,837799:524,421,48
