benchmark,language,size_or_limit,result,runs,min_us,max_us,avg_us,prep_ms
sieve,C,1000000,78498,5,3775,3978,3851.800,0
sieve,C++,1000000,78498,5,4057.08,6012.04,4708.600,0
sieve,Rust,1000000,78498,5,3938,4056,3975.000,0
sieve,Python,1000000,78498,5,1097359,1208124,1128136.800,0
sieve,JS,1000000,78498,5,59603,62660,61641.800,0
sieve,Bun,1000000,78498,5,154038,180173,171013.000,0
sieve,Deno,1000000,78498,5,39306,56916,46225.200,0
sieve,Py+NumPy,1000000,78498,5,1978,2156,2066.400,0
sieve,C# native,1000000,78498,5,4275,4720,4468.200,0
sieve,C# vectorized,1000000,78498,5,4689,5196,5037.400,0
sieve,Poly VM,1000000,78498,5,4332,4790,4467.000,56
sieve,Poly VM (Normal),1000000,78498,5,4875,5601,5113.600,67
mandelbrot,C,128,458080,5,798,820,805.600,0
mandelbrot,C++,128,458080,5,787.083,845.292,806.616,0
mandelbrot,Rust,128,458080,5,779,805,792.000,0
mandelbrot,Python,128,458080,5,47838,59131,50681.000,0
mandelbrot,JS,128,458080,5,3233,4239,3553.000,0
mandelbrot,Bun,128,458080,5,3255,3625,3399.800,0
mandelbrot,Deno,128,458080,5,3139,3483,3244.200,0
mandelbrot,Py+NumPy,128,458080,5,18695,26949,24411.400,0
mandelbrot,C# native,128,458080,5,1018,1100,1058.800,0
mandelbrot,C# vectorized,128,458080,5,1060,1124,1085.800,0
mandelbrot,Poly VM,128,458080,5,2040,2261,2096.200,50
mandelbrot,Poly VM (Normal),128,458080,5,6301,7105,6590.800,52
mandelbrot,Poly VM double,128,5,453734,453734,453734.000,3376
nqueens,C,8,92,5,16,24,18.200,0
nqueens,C++,8,92,5,15.334,16.292,15.725,0
nqueens,Rust,8,92,5,15,16,15.200,0
nqueens,Python,8,92,5,608,641,617.200,0
nqueens,JS,8,92,5,613,649,633.400,0
nqueens,Bun,8,92,5,405,495,434.200,0
nqueens,Deno,8,92,5,619,728,648.400,0
nqueens,Py+NumPy,8,92,5,591,677,621.800,0
nqueens,C# native,8,92,5,156,165,158.400,0
nqueens,C# vectorized,8,92,5,156,162,158.000,0
nqueens,Poly VM,8,92,5,1121,1208,1147.000,56
nqueens,Poly VM (Normal),8,92,5,1199,1282,1221.200,61
collatz,C,1000000,837799:524,5,148132,158394,152602.600,0
collatz,C++,1000000,837799:524,5,152044,162447,157250.800,0
collatz,Rust,1000000,837799:524,5,106109,110699,107959.200,0
collatz,Python,1000000,837799:524,5,5263053,5310583,5290200.000,0
collatz,JS,1000000,837799:524,5,1820762,1932968,1872704.200,0
collatz,Bun,1000000,837799:524,5,351609,362643,356332.800,0
collatz,Deno,1000000,837799:524,5,630759,641159,634371.800,0
collatz,Py+NumPy,1000000,837799:524,5,5165834,5550685,5361107.200,0
collatz,C# native,1000000,837799:524,5,162987,191985,177267.600,0
collatz,C# vectorized,1000000,837799:524,5,177246,182544,178659.400,0
collatz,Poly VM,1000000,837799:524,5,172417,194374,185453.400,51
collatz,Poly VM (Normal),1000000,837799:524,5,941743,983947,960419.800,51
